production_countries,popularity,vote_average,vote_count,runtime,Action,Animation,Aventure,Comédie,Crime,Documentaire,Drame,Familial,Fantastique,Guerre,Histoire,Horreur,Musique,Mystère,Romance,Science-Fiction,Thriller,Téléfilm,Western,release_year
0,1.9306,5.7,131,120,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2011
0,1.8486,6.6,396,90,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
1,1.9287,6.874,190,90,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980
0,1.9287,5.959,358,94,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1989
0,1.9276,6.38,1200,116,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
0,1.9273,5.652,66,102,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1988
0,1.9271,5.789,258,90,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2006
0,1.9267,6.393,98,107,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1944
0,1.9256,5.766,128,94,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2020
0,1.9236,6.462,852,149,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2020
0,1.9075,6.529,204,87,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2001
0,1.9074,6.122,209,104,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2002
0,1.9064,6.282,450,101,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
0,1.9059,7.783,251,80,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2020
0,1.9041,5.688,32,96,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1998
0,1.9036,6.423,123,100,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1947
0,1.9035,6.165,82,106,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1960
1,1.9024,6.321,53,98,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2005
0,1.9024,6.089,118,98,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1988
0,1.9019,6.492,264,95,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2021
0,1.9017,5.676,182,107,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1991
1,1.9016,6.019,594,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
0,1.9012,5.66,128,92,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1991
0,1.9006,6.429,467,93,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010
0,1.9004,5.958,343,98,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
0,1.8996,7.559,230,75,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2013
0,2.2717,5.511,722,89,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014
0,1.8108,6.38,83,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1960
1,1.8107,5.953,573,93,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2001
0,1.8103,5.7,53,96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023
0,1.81,6.146,113,95,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2006
0,1.8092,5.8,157,104,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2018
0,1.8092,6.029,192,93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
0,1.8082,6.942,399,104,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009
0,1.8079,7.8,45,60,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
0,1.8072,6.3,292,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2008
0,1.8068,6.565,100,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
0,1.806,7.098,341,70,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2003
0,1.8045,6.202,52,117,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1955
0,1.8181,5.58,293,113,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2020
1,1.8166,6.5,153,100,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2007
0,1.8166,6.464,226,97,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1990
0,1.8165,6.174,69,117,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1989
0,1.8668,6.5,457,83,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014
0,1.8152,6.039,103,85,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2002
0,1.8146,5.9,298,81,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2011
0,1.814,6.373,161,95,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022
0,1.814,6.5,468,87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1982
0,1.8132,5.542,179,90,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2007
1,1.8128,7.727,33,96,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025
0,1.8122,6.03,217,97,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1990
0,1.8121,7.459,109,102,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025
0,1.8112,5.566,341,89,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
0,1.879,6.306,211,90,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984
0,1.8775,6.3,108,78,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2025
0,1.8771,5.9,56,115,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1955
0,1.8763,6.658,203,89,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012
0,1.8757,6.272,848,104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017
0,1.8755,6.04,250,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
0,1.8749,6.147,156,69,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023
0,1.8744,5.598,138,96,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2021
0,1.8715,5.783,253,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
1,1.8713,5.722,135,86,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
0,1.8713,6.2,206,69,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2019
0,1.8712,6.033,214,93,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1986
0,1.8711,6.248,127,84,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1991
0,1.8709,5.791,74,107,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1994
0,1.8708,6.2,246,109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2019
0,1.8693,6.761,180,115,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1969
0,1.8684,7.038,221,100,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1942
0,1.8682,6.308,471,87,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2021
0,1.8263,6.091,143,96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
0,1.8666,6.209,192,99,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2020
0,1.8655,6.091,274,84,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016
1,1.8647,5.903,624,116,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2020
0,1.8646,5.91,50,91,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2002
0,1.7904,5.5,161,87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
0,1.7898,5.82,60,119,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1992
0,1.7895,5.571,56,115,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1994
0,1.7894,5.5,110,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
0,1.7891,6.466,488,92,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1990
0,1.7869,5.725,153,91,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993
1,1.7869,6.657,795,99,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2007
0,1.7863,5.6,118,86,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2022
0,1.7861,7.027,146,100,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1983
0,1.7859,6.39,1055,97,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
0,1.7859,5.685,382,81,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2013
0,1.6218,5.8,24,101,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
0,1.7855,6.096,407,103,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1973
0,1.7854,6.098,41,72,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2004
1,1.7852,6.119,480,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2017
0,1.8463,5.873,122,96,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1990
0,1.8449,7.142,159,127,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1949
0,1.844,6.5,303,81,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2012
0,1.8439,5.8,383,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2020
0,1.8434,5.963,67,92,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2005
0,1.8422,6.953,85,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2021
0,1.8421,5.722,528,92,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2015
0,1.8419,6.2,661,97,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2011
0,1.8419,7.097,278,109,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1947
0,1.8415,6.5,198,105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2020
0,1.8393,7.414,257,71,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2019
0,1.8389,5.948,210,90,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
0,1.8388,6.3,86,83,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2023
0,1.8929,5.692,274,110,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1989
0,1.8926,7.01,147,89,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
0,1.8924,6.929,462,89,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1980
0,1.8923,5.876,178,101,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1992
0,1.8922,6.937,215,89,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1933
0,1.8908,6.13,212,105,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1970
0,1.8907,6.846,234,78,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2018
0,1.8906,6.365,104,108,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
0,1.8902,5.643,49,93,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2005
0,1.8893,5.659,66,88,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1992
0,1.8879,6.889,592,88,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2008
0,1.886,6.13,181,97,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1999
0,1.8859,6.082,343,93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1996
0,1.9231,6.897,413,124,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2018
0,1.9218,5.581,192,120,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1994
0,1.9207,6.316,366,110,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009
0,1.9206,5.9,118,97,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2007
0,1.9204,5.987,62,121,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2002
0,1.9194,6.3,59,89,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2025
0,1.9193,5.708,1185,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018
0,1.9192,6.087,63,91,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1991
0,1.8092,6.0,174,111,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
0,1.9188,7.7,262,73,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2010
0,1.918,6.658,95,108,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1984
0,1.9178,6.462,143,88,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
0,1.9177,6.761,44,179,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
0,1.9176,7.715,577,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1923
1,1.9175,6.232,136,117,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2024
1,1.9167,7.32,1061,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
1,1.8387,6.53,636,79,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1985
0,1.838,5.867,64,100,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2023
1,1.8374,6.813,222,100,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1983
1,1.8369,6.4,106,93,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013
0,1.8357,5.6,208,100,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2011
0,1.8357,6.939,165,118,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1942
0,1.834,6.105,257,101,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
0,1.833,5.946,28,86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1952
0,1.8313,5.551,561,87,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2019
0,1.9154,5.825,40,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
0,1.915,6.67,100,103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1963
0,1.9148,6.631,333,89,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
0,1.9145,6.15,308,103,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2023
0,1.9144,6.5,209,103,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009
0,1.9141,6.351,672,85,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
0,1.914,6.23,222,100,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1990
0,1.9135,6.236,91,103,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2024
0,1.9109,6.961,180,98,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1990
0,1.9097,5.971,76,106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995
0,1.9092,6.355,211,88,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
0,1.9078,6.282,197,108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1964
1,1.8644,7.287,461,91,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1968
0,1.8637,5.699,113,121,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1988
0,1.8626,6.202,248,100,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2009
0,1.8619,6.3,163,94,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1988
0,1.861,5.9,94,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1990
0,1.8588,6.189,639,96,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2010
0,1.8587,5.719,98,86,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016
0,1.6683,6.357,175,93,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2021
0,1.8578,6.342,38,141,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000
0,1.8571,6.984,127,103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1957
0,1.8555,5.948,29,87,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2025
0,1.6967,6.854,400,100,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
0,1.7947,6.819,191,77,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2000
0,1.7946,5.952,866,90,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2013
0,1.7942,5.6,45,99,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
0,1.7939,5.588,80,90,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1995
0,1.7938,7.3,166,120,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,2016
0,1.7936,6.685,163,143,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1977
0,1.7933,6.379,107,95,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2007
0,1.7929,5.8,494,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
1,1.7928,6.284,422,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2021
0,1.7922,6.293,246,91,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1998
0,1.7921,5.634,93,108,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1996
0,1.792,6.367,482,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013
0,1.7918,6.0,97,97,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2014
0,1.7918,6.55,171,88,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1987
0,1.7911,5.619,126,105,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1992
1,1.8045,6.43,516,84,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
0,1.8043,6.043,141,92,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2005
0,1.8035,5.938,168,82,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1999
0,1.8035,5.536,110,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1991
0,1.8028,6.0,101,94,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2022
0,1.8025,6.183,107,99,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1997
0,1.8012,7.153,291,97,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1979
0,1.8007,6.898,406,94,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2021
0,1.8004,7.287,244,72,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2016
0,1.8002,7.1,221,105,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2008
0,1.8001,6.066,144,89,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2018
0,1.7987,5.6,133,91,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022
0,1.7987,6.493,143,101,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023
0,1.7978,6.4,369,90,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2015
0,1.7973,6.559,51,128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
0,1.7973,6.109,183,83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1956
0,1.7972,6.281,685,96,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1998
0,1.7961,5.696,92,102,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2021
0,1.8855,5.691,94,104,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1991
1,1.8848,7.098,1628,154,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2010
1,1.8847,6.461,483,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980
0,1.8847,5.859,131,126,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1991
1,1.8834,6.707,266,117,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1981
1,1.883,7.274,481,103,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2024
0,1.8826,6.134,505,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
0,1.8825,5.993,71,73,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1992
0,1.8821,7.078,115,98,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2022
0,1.8815,5.8,261,116,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2006
0,1.8814,6.45,328,80,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015
0,1.8809,6.847,272,107,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2004
0,1.88,6.234,173,100,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2005
1,1.8251,5.834,632,80,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2021
0,1.8248,7.9,251,72,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2019
0,1.8242,5.6,208,93,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2021
0,1.8237,5.77,37,87,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
0,1.8235,5.975,220,94,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2006
0,1.8224,5.611,140,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
0,1.8218,6.0,489,106,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2012
0,1.8217,6.458,263,97,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2016
1,1.8217,6.963,781,90,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2005
0,1.8214,5.8,43,91,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2021
0,1.8214,6.774,126,113,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1933
1,1.8214,6.059,323,105,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995
0,1.8589,6.542,777,107,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2014
0,1.8208,6.012,82,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2022
0,1.8183,6.741,395,85,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1991
1,1.8549,7.131,210,118,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1977
0,1.8546,6.605,86,77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1959
0,1.8531,6.313,152,78,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016
1,1.8504,6.514,606,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1968
0,1.8495,5.899,79,98,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2024
0,1.849,6.7,57,90,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2021
0,1.8481,6.056,89,92,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2002
0,1.848,6.017,86,91,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1988
0,1.848,6.198,498,100,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2004
0,1.8308,5.655,58,82,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2023
0,1.8308,5.507,71,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2022
0,1.8308,5.901,86,90,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2005
0,1.8305,5.631,111,109,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2023
0,1.8295,6.0,384,94,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2017
0,1.8287,6.432,242,101,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2020
0,1.8287,6.361,220,97,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016
0,1.8283,6.436,110,111,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2024
0,1.8282,6.495,96,109,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1953
0,1.8275,5.823,223,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2018
0,1.8273,6.395,583,95,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2020
0,1.8268,6.078,179,97,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
